isFraud,TransactionDT,TransactionAmt,D1,D2,D3,card1,card2,card3,addr1,addr2,V104,V105,V106
0,2735094,57.95,92.0,92.0,14.0,4030,174.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2735186,159.95,428.0,428.0,20.0,9500,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2735509,24.0,0.0,,,11919,170.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2736316,35.95,27.0,27.0,2.0,7919,194.0,150.0,325.0,87.0,0.0,1.0,1.0
0,2736773,41.0,0.0,,,7815,161.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2736876,48.535,0.0,,,9633,296.0,185.0,,,0.0,0.0,0.0
0,2737024,57.95,0.0,,,7585,553.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2737317,25.95,7.0,7.0,0.0,10680,373.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2737809,117.0,202.0,202.0,3.0,12544,321.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2737844,54.5,148.0,148.0,0.0,4436,174.0,150.0,494.0,87.0,0.0,0.0,0.0
0,2737852,34.95,0.0,,,5017,432.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2737913,150.0,0.0,,,1724,583.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2738175,55.0,414.0,414.0,0.0,7919,194.0,150.0,181.0,87.0,0.0,0.0,0.0
0,2738220,59.0,160.0,160.0,28.0,8231,555.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2738719,30.95,342.0,342.0,22.0,9500,321.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2739425,49.0,0.0,,,7246,110.0,150.0,226.0,87.0,0.0,0.0,0.0
1,2739492,14.925,0.0,,0.0,9633,296.0,185.0,,,0.0,0.0,0.0
0,2739782,15.0,92.0,92.0,20.0,10023,111.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2739818,59.0,0.0,,0.0,4515,369.0,150.0,181.0,87.0,0.0,0.0,0.0
0,2740029,100.0,0.0,0.0,,16589,520.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2740200,50.0,0.0,,,2999,399.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2740596,171.0,121.0,121.0,30.0,7919,194.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2740614,226.0,91.0,91.0,1.0,17399,111.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2740824,261.95,60.0,60.0,28.0,6203,555.0,150.0,225.0,87.0,0.0,0.0,0.0
0,2741350,24.5,15.0,12.0,11.0,13906,369.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2741507,171.0,85.0,85.0,0.0,2803,100.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2741571,141.0,1.0,1.0,1.0,11233,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2741876,25.95,90.0,90.0,7.0,17188,321.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2741882,100.0,0.0,,,11218,579.0,150.0,324.0,87.0,0.0,0.0,0.0
0,2741949,117.0,45.0,45.0,7.0,18018,452.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2742036,6.18,372.0,372.0,372.0,15885,545.0,185.0,,,0.0,0.0,0.0
0,2742229,113.0,80.0,,1.0,2408,571.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2742252,25.0,0.0,,,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2742294,57.95,47.0,47.0,13.0,2516,310.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2742312,117.0,81.0,81.0,0.0,9323,111.0,150.0,191.0,87.0,0.0,7.0,1.0
0,2742391,226.0,15.0,15.0,15.0,6019,583.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2742432,59.0,0.0,,0.0,12544,321.0,150.0,337.0,87.0,1.0,1.0,1.0
0,2742883,67.95,53.0,53.0,30.0,13073,555.0,150.0,231.0,87.0,0.0,0.0,0.0
1,2742915,14.925,0.0,,,1085,500.0,185.0,,,0.0,0.0,0.0
0,2743118,250.0,0.0,,,6019,583.0,150.0,472.0,87.0,0.0,0.0,0.0
0,2743161,171.0,0.0,,,7919,194.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2743481,54.95,0.0,,,18350,472.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2743546,108.5,30.0,30.0,0.0,15066,170.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2743682,34.0,2.0,2.0,2.0,12544,321.0,150.0,184.0,87.0,0.0,0.0,0.0
0,2743897,34.0,2.0,2.0,0.0,12544,321.0,150.0,184.0,87.0,0.0,0.0,0.0
0,2743947,47.95,0.0,,,4663,490.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2744078,38.012,0.0,,,7698,545.0,185.0,,,0.0,0.0,0.0
0,2744168,59.0,6.0,6.0,2.0,1877,310.0,150.0,272.0,87.0,0.0,0.0,0.0
0,2744492,226.0,169.0,169.0,10.0,14584,555.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2744664,100.0,0.0,,,7585,553.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2744862,280.0,235.0,212.0,64.0,15066,170.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2744873,82.95,460.0,460.0,5.0,5638,527.0,150.0,428.0,87.0,0.0,0.0,0.0
0,2745278,76.781,0.0,,,11830,177.0,185.0,,,0.0,0.0,0.0
0,2745371,117.0,136.0,136.0,112.0,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2745416,125.0,0.0,,,15027,181.0,150.0,231.0,87.0,0.0,0.0,0.0
0,2745454,44.0,18.0,18.0,1.0,6530,206.0,150.0,123.0,87.0,2.0,2.0,2.0
0,2745598,117.0,0.0,,,9002,453.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2745885,25.95,149.0,149.0,14.0,6038,555.0,150.0,444.0,87.0,0.0,0.0,0.0
0,2745923,100.0,0.0,,,6019,583.0,150.0,472.0,87.0,0.0,0.0,0.0
0,2745973,22.386999999999997,0.0,,0.0,15885,545.0,185.0,,,1.0,1.0,1.0
0,2745986,59.0,15.0,15.0,5.0,12260,236.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2746100,59.0,504.0,504.0,35.0,15497,490.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2746327,107.95,13.0,13.0,1.0,13249,111.0,150.0,264.0,87.0,1.0,1.0,1.0
0,2746417,72.0,426.0,426.0,21.0,17001,321.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2746438,59.0,307.0,,307.0,6019,583.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2746582,25.0,0.0,,,15063,514.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2746849,209.95,399.0,399.0,29.0,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2746940,50.95,80.0,80.0,10.0,8528,215.0,150.0,272.0,87.0,0.0,0.0,0.0
0,2746942,75.0,0.0,,,2303,197.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2747001,50.0,0.0,,,15484,418.0,150.0,310.0,87.0,1.0,1.0,1.0
0,2747141,218.0,143.0,76.0,0.0,16819,302.0,150.0,492.0,87.0,0.0,0.0,0.0
0,2747147,411.95,51.0,51.0,51.0,15066,170.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2747338,107.95,0.0,,,12418,514.0,150.0,126.0,87.0,0.0,0.0,0.0
0,2747544,49.205,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,2747571,57.95,0.0,,,7919,194.0,150.0,494.0,87.0,0.0,0.0,0.0
0,2747810,100.0,0.0,,,4072,243.0,150.0,387.0,87.0,0.0,0.0,0.0
0,2747831,58.95,69.0,69.0,32.0,7005,111.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2747838,70.0,0.0,,,14858,558.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2748111,117.241,0.0,,,3154,408.0,185.0,,,0.0,0.0,0.0
0,2748220,107.95,98.0,98.0,15.0,12695,490.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2748274,107.95,20.0,20.0,20.0,13169,555.0,150.0,226.0,87.0,0.0,0.0,0.0
0,2748504,35.95,382.0,382.0,11.0,4090,490.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2748541,61.565,0.0,,,9633,296.0,185.0,,,0.0,0.0,0.0
0,2748571,59.0,275.0,275.0,58.0,7919,194.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2748677,24.5,0.0,,,1342,514.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2748722,500.0,0.0,,,1724,583.0,150.0,126.0,87.0,0.0,0.0,0.0
0,2748785,226.0,384.0,384.0,384.0,6019,583.0,150.0,225.0,87.0,0.0,0.0,0.0
0,2748806,49.0,0.0,,,11919,170.0,150.0,472.0,87.0,0.0,0.0,0.0
0,2748817,129.95,272.0,272.0,30.0,7919,194.0,150.0,203.0,87.0,0.0,0.0,0.0
0,2749081,77.0,85.0,85.0,0.0,2803,100.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2749393,20.95,128.0,128.0,8.0,12839,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2749552,97.0,233.0,233.0,0.0,12741,106.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2749971,250.0,0.0,,,1607,542.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2750125,200.0,0.0,,,15333,562.0,150.0,441.0,87.0,0.0,0.0,0.0
0,2750297,108.95,367.0,367.0,39.0,8727,404.0,150.0,512.0,87.0,0.0,0.0,0.0
0,2750333,100.0,0.0,,,16435,298.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2750590,50.95,94.0,94.0,94.0,10112,360.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2750651,171.0,0.0,,,17174,555.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2750923,117.0,379.0,379.0,2.0,11207,361.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2750931,67.95,2.0,1.0,1.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2750996,250.0,0.0,,,5051,478.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2751006,186.0,62.0,62.0,3.0,6292,298.0,150.0,269.0,87.0,0.0,0.0,0.0
0,2751170,29.5,0.0,,,9421,555.0,150.0,472.0,87.0,0.0,0.0,0.0
0,2751873,153.95,0.0,,,2419,111.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2752002,226.0,470.0,470.0,14.0,1770,419.0,150.0,226.0,87.0,0.0,0.0,0.0
0,2752099,107.95,109.0,109.0,15.0,17188,321.0,150.0,225.0,87.0,0.0,0.0,0.0
0,2752318,92.0,10.0,10.0,10.0,9112,250.0,150.0,441.0,87.0,0.0,0.0,0.0
0,2752351,50.0,0.0,,,2598,555.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2752452,150.0,0.0,,,3278,453.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2752579,49.0,44.0,44.0,6.0,16709,275.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2752879,115.0,53.0,53.0,53.0,3368,572.0,150.0,251.0,87.0,0.0,0.0,0.0
0,2752978,1000.0,0.0,,,8986,555.0,150.0,387.0,87.0,0.0,0.0,0.0
0,2753397,47.226000000000006,0.0,,,16136,204.0,185.0,,,0.0,0.0,0.0
0,2754282,136.0,0.0,,,3682,264.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2754707,29.0,113.0,113.0,7.0,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2754717,29.965999999999998,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,2755247,57.95,380.0,288.0,7.0,6899,555.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2755324,300.0,4.0,4.0,1.0,7585,553.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2755698,34.0,128.0,128.0,27.0,16070,111.0,150.0,181.0,87.0,0.0,0.0,0.0
0,2756424,554.0,0.0,,,7468,514.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2756434,335.0,23.0,23.0,23.0,4702,111.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2756488,964.0,0.0,,,7216,196.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2756531,160.5,408.0,408.0,408.0,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2756538,1484.95,106.0,106.0,17.0,7207,111.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2756816,100.0,11.0,11.0,,2616,327.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2756841,57.95,261.0,261.0,0.0,11157,215.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2756928,108.5,345.0,345.0,7.0,9379,555.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2757317,24.5,0.0,,,7680,360.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2757446,88.95,128.0,128.0,128.0,10616,583.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2757491,107.95,56.0,56.0,0.0,16560,476.0,150.0,330.0,87.0,1.0,2.0,1.0
0,2757684,29.0,0.0,,,17055,393.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2757730,464.95,27.0,27.0,27.0,2936,480.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2758035,100.0,372.0,372.0,,2616,327.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2758148,107.95,278.0,278.0,22.0,1904,543.0,150.0,269.0,87.0,0.0,0.0,0.0
0,2758260,23.087,0.0,,,13832,375.0,185.0,,,0.0,0.0,0.0
0,2758787,49.0,243.0,243.0,0.0,5734,361.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2759089,92.0,0.0,,,2722,,150.0,204.0,87.0,0.0,0.0,0.0
1,2759437,7.928999999999999,30.0,,1.0,5812,408.0,185.0,,,0.0,0.0,0.0
0,2759899,97.0,12.0,12.0,0.0,13734,491.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2760025,55.95,0.0,,,3278,453.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2760025,171.0,11.0,11.0,1.0,2616,,150.0,264.0,87.0,0.0,0.0,0.0
0,2760258,59.0,0.0,,,8913,555.0,150.0,492.0,87.0,0.0,0.0,0.0
0,2760349,25.419,0.0,0.0,0.0,10716,224.0,106.0,,,0.0,0.0,0.0
0,2760476,317.5,0.0,,0.0,10856,268.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2760574,34.5,0.0,0.0,0.0,7815,161.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2760859,30.0,28.0,28.0,10.0,1807,189.0,150.0,387.0,87.0,0.0,0.0,0.0
0,2760885,29.0,30.0,30.0,25.0,4929,384.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2760947,15.0,0.0,,0.0,4663,490.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2761056,25.0,0.0,,,7581,555.0,150.0,327.0,87.0,0.0,0.0,0.0
0,2761064,30.95,25.0,25.0,0.0,12839,321.0,150.0,264.0,87.0,1.0,1.0,1.0
0,2761192,56.5,4.0,4.0,5.0,13108,215.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2761912,67.51100000000001,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,2762093,29.0,169.0,169.0,169.0,4806,490.0,150.0,327.0,87.0,0.0,0.0,0.0
0,2762187,317.5,168.0,168.0,9.0,10960,567.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2762210,88.95,193.0,193.0,178.0,1906,199.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2762554,97.0,0.0,,,9500,321.0,150.0,272.0,87.0,0.0,0.0,0.0
0,2762831,108.95,16.0,16.0,0.0,12544,321.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2762938,107.95,0.0,,,14290,512.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2762999,35.95,198.0,198.0,28.0,4663,490.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2763048,17.956,0.0,,,3154,408.0,185.0,,,0.0,0.0,0.0
0,2763059,117.0,4.0,2.0,1.0,2772,512.0,150.0,253.0,87.0,0.0,1.0,1.0
0,2763306,150.0,0.0,,,10893,399.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2763578,49.0,0.0,,,11207,361.0,150.0,324.0,87.0,0.0,0.0,0.0
0,2763633,30.95,0.0,,,3094,276.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2763825,46.0,0.0,,,1444,490.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2764116,21.5,30.0,30.0,17.0,3090,343.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2764275,117.0,22.0,22.0,22.0,7676,512.0,150.0,512.0,87.0,0.0,0.0,0.0
0,2764732,37.49,29.0,29.0,7.0,7508,321.0,150.0,110.0,87.0,0.0,0.0,0.0
0,2764861,107.95,31.0,31.0,10.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2765067,15.95,173.0,173.0,1.0,7815,161.0,150.0,181.0,87.0,0.0,4.0,4.0
0,2765369,159.95,511.0,511.0,7.0,10057,225.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2765462,117.0,0.0,,,15066,170.0,150.0,272.0,87.0,0.0,0.0,0.0
0,2765573,107.95,31.0,31.0,0.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2765671,117.0,7.0,7.0,0.0,2884,490.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2765943,22.95,0.0,,,12839,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2766599,34.0,0.0,,,16053,225.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2767010,250.0,0.0,,,17947,371.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2767220,50.0,0.0,,,16659,170.0,150.0,181.0,87.0,0.0,0.0,0.0
0,2767240,500.0,0.0,,,6019,583.0,150.0,177.0,87.0,0.0,0.0,0.0
0,2767248,39.0,117.0,117.0,1.0,4908,555.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2767374,59.0,303.0,303.0,4.0,9500,321.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2767539,117.0,205.0,205.0,204.0,1342,514.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2768094,92.0,5.0,5.0,5.0,12839,321.0,150.0,512.0,87.0,0.0,0.0,0.0
0,2768133,50.0,0.0,,,12695,490.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2768364,150.0,0.0,,,18209,277.0,144.0,356.0,96.0,0.0,0.0,0.0
0,2768549,15.95,473.0,473.0,53.0,12544,321.0,150.0,184.0,87.0,0.0,0.0,0.0
0,2768771,126.0,116.0,116.0,116.0,10616,583.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2768834,107.95,512.0,512.0,7.0,7636,298.0,150.0,269.0,87.0,0.0,0.0,0.0
0,2769007,23.436999999999998,0.0,,,4461,375.0,185.0,,,0.0,0.0,0.0
0,2769047,126.0,31.0,31.0,31.0,2772,512.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2769140,24.0,1.0,1.0,0.0,15813,251.0,150.0,441.0,87.0,0.0,0.0,0.0
0,2769173,554.0,144.0,144.0,2.0,17480,528.0,150.0,444.0,87.0,0.0,0.0,0.0
0,2769203,28.45,0.0,,,13562,555.0,119.0,,,0.0,0.0,0.0
0,2769460,29.0,353.0,353.0,12.0,11207,361.0,150.0,126.0,87.0,0.0,0.0,0.0
0,2770012,6.122000000000001,0.0,,,3154,408.0,185.0,,,0.0,0.0,0.0
0,2770450,150.0,0.0,,,6021,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2770894,25.0,0.0,,,12695,490.0,150.0,170.0,87.0,0.0,0.0,0.0
0,2770938,59.63,0.0,,,7508,321.0,150.0,110.0,87.0,0.0,0.0,0.0
0,2770970,250.0,0.0,,,5283,399.0,150.0,184.0,87.0,1.0,1.0,1.0
0,2771220,15.0,179.0,179.0,,1675,174.0,150.0,330.0,87.0,0.0,0.0,0.0
0,2771386,49.0,49.0,49.0,27.0,2616,,150.0,272.0,87.0,1.0,1.0,1.0
0,2771658,59.0,48.0,48.0,47.0,12783,501.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2771974,57.95,512.0,512.0,28.0,13108,215.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2772305,44.0,0.0,,,1342,514.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2772317,29.85,277.0,277.0,56.0,9026,545.0,185.0,,,0.0,0.0,0.0
1,2773295,54.0,169.0,169.0,0.0,2939,111.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2773442,107.95,216.0,216.0,27.0,18249,360.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2773546,22.97,472.0,472.0,0.0,9500,321.0,150.0,272.0,87.0,0.0,0.0,0.0
0,2773919,108.95,134.0,134.0,17.0,8361,555.0,150.0,225.0,87.0,0.0,0.0,0.0
0,2774344,86.95,0.0,,0.0,1618,360.0,150.0,204.0,87.0,0.0,0.0,0.0
1,2774665,37.195,40.0,,39.0,7949,142.0,185.0,,,0.0,0.0,0.0
0,2774790,40.0,0.0,,,7676,512.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2775072,25.95,95.0,95.0,21.0,8190,555.0,150.0,444.0,87.0,0.0,0.0,0.0
0,2775188,117.0,203.0,203.0,16.0,17223,441.0,150.0,177.0,87.0,0.0,0.0,0.0
0,2775432,100.0,0.0,,,15063,514.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2777160,117.0,87.0,87.0,87.0,4014,310.0,150.0,191.0,87.0,0.0,0.0,0.0
0,2777360,47.95,73.0,73.0,16.0,2803,100.0,150.0,184.0,87.0,0.0,0.0,0.0
0,2777375,129.95,27.0,27.0,13.0,2744,490.0,150.0,220.0,87.0,0.0,0.0,0.0
0,2777547,49.97,184.0,7.0,7.0,17188,321.0,150.0,299.0,87.0,0.0,2.0,0.0
0,2778027,209.95,148.0,148.0,0.0,16840,190.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2778106,117.0,0.0,,,16297,544.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2778358,53.97,7.0,7.0,7.0,3715,555.0,150.0,177.0,87.0,0.0,0.0,0.0
0,2778385,17.723,5.0,5.0,4.0,9633,296.0,185.0,,,0.0,0.0,0.0
0,2779707,36.95,0.0,,,11814,455.0,150.0,436.0,87.0,0.0,0.0,0.0
0,2779972,159.95,48.0,48.0,22.0,13734,491.0,150.0,337.0,87.0,0.0,0.0,0.0
0,2779977,25.419,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,2779978,29.95,0.0,,,16560,476.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2781567,50.0,26.0,,,1588,399.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2782030,100.0,0.0,,,12839,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2783180,34.514,0.0,,,13927,569.0,117.0,,,0.0,0.0,0.0
0,2783856,60.457,0.0,,,9633,296.0,185.0,,,0.0,0.0,0.0
0,2784006,250.0,0.0,,,9697,555.0,150.0,299.0,87.0,0.0,0.0,0.0
0,2784925,250.0,0.0,,,14849,111.0,150.0,204.0,87.0,1.0,1.0,1.0
0,2784988,250.0,0.0,,,15066,170.0,150.0,204.0,87.0,2.0,2.0,2.0
0,2786615,48.96,42.0,42.0,29.0,8938,555.0,150.0,110.0,87.0,0.0,0.0,0.0
0,2787138,1000.0,10.0,10.0,0.0,16326,321.0,150.0,299.0,87.0,0.0,0.0,0.0
1,2788341,500.0,0.0,,,3621,277.0,144.0,356.0,96.0,0.0,0.0,0.0
0,2789207,15.0,0.0,,,5199,555.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2789579,49.0,0.0,,,3670,111.0,150.0,420.0,87.0,0.0,0.0,0.0
0,2789673,117.0,0.0,,,8320,476.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2790246,107.95,248.0,248.0,0.0,4436,174.0,150.0,494.0,87.0,0.0,0.0,0.0
1,2790536,150.5,0.0,,0.0,3178,490.0,150.0,299.0,87.0,1.0,1.0,1.0
0,2791977,87.95,0.0,,,2884,490.0,150.0,512.0,87.0,0.0,0.0,0.0
1,2792076,150.5,0.0,,0.0,3178,490.0,150.0,299.0,87.0,4.0,4.0,4.0
0,2792562,94.912,0.0,,,9633,296.0,185.0,,,0.0,0.0,0.0
0,2793711,57.95,42.0,42.0,22.0,11701,225.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2795803,307.95,508.0,508.0,14.0,16308,555.0,150.0,433.0,87.0,0.0,0.0,0.0
0,2799489,107.95,0.0,,,17150,292.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2800177,99.227,0.0,,,12887,555.0,126.0,,,0.0,0.0,0.0
0,2800946,67.95,0.0,,,11919,170.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2803622,35.0,16.0,16.0,,12075,225.0,150.0,330.0,87.0,0.0,0.0,0.0
1,2804429,171.0,426.0,426.0,3.0,11839,490.0,150.0,420.0,87.0,0.0,0.0,0.0
0,2804585,102.0,0.0,,,7585,553.0,150.0,126.0,87.0,0.0,0.0,0.0
0,2805410,67.95,154.0,154.0,7.0,2884,490.0,150.0,310.0,87.0,0.0,0.0,0.0
0,2807339,39.0,0.0,,,14517,480.0,150.0,472.0,87.0,0.0,0.0,0.0
0,2807443,159.95,91.0,91.0,30.0,1731,555.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2807551,226.0,33.0,33.0,33.0,14858,558.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2810537,29.0,0.0,,,10908,333.0,150.0,476.0,87.0,0.0,0.0,0.0
0,2814794,67.95,160.0,160.0,13.0,17131,111.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2815573,67.95,160.0,160.0,0.0,17131,111.0,150.0,264.0,87.0,1.0,1.0,1.0
0,2816629,59.0,35.0,35.0,25.0,2803,100.0,150.0,204.0,87.0,0.0,0.0,0.0
0,2816931,59.0,409.0,293.0,26.0,11653,561.0,150.0,384.0,87.0,0.0,0.0,0.0
0,2816964,107.95,105.0,105.0,14.0,7919,194.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2818224,40.693000000000005,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,2818771,50.0,0.0,,,6054,327.0,150.0,181.0,87.0,0.0,0.0,0.0
0,2819175,102.0,170.0,170.0,5.0,17949,420.0,150.0,315.0,87.0,0.0,0.0,0.0
0,2819314,103.95,209.0,,209.0,6481,111.0,150.0,494.0,87.0,0.0,0.0,0.0
0,2819568,25.95,483.0,483.0,8.0,3184,100.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2819623,205.7,26.0,26.0,0.0,5986,533.0,150.0,343.0,87.0,0.0,0.0,0.0
0,2820012,59.0,29.0,29.0,3.0,16053,225.0,150.0,325.0,87.0,0.0,0.0,0.0
0,2820083,22.386999999999997,0.0,,,16136,204.0,185.0,,,0.0,0.0,0.0
0,2820177,57.95,36.0,36.0,6.0,2408,571.0,150.0,123.0,87.0,0.0,0.0,0.0
0,2820561,154.97,58.0,58.0,1.0,3571,514.0,150.0,231.0,87.0,0.0,0.0,0.0
0,2820740,49.0,350.0,350.0,3.0,9527,321.0,150.0,428.0,87.0,0.0,1.0,0.0
0,2821332,57.95,198.0,198.0,17.0,10895,167.0,150.0,485.0,87.0,0.0,0.0,0.0
0,2821764,77.0,369.0,369.0,0.0,17657,555.0,150.0,299.0,87.0,0.0,2.0,2.0
0,2822500,77.95,280.0,280.0,280.0,16255,470.0,150.0,264.0,87.0,0.0,0.0,0.0
0,2822769,39.0,103.0,103.0,34.0,13528,536.0,150.0,143.0,87.0,0.0,0.0,0.0
0,2823275,30.0,0.0,,,10616,583.0,150.0,327.0,87.0,0.0,0.0,0.0
